magaza,magaza_tipi,tedarikci,tipik_gunluk_talep_adet,stok_toplam_adet,kalan_raf_omru_gun,stok_gun_karsiligi,tukenme_gun_taban_p50,fire_taban_p50,stoksuz_taban_p50,kacan_kar_taban_p50,tukenme_gun_taban_p90,fire_taban_p90,stoksuz_taban_p90,kacan_kar_taban_p90,tukenme_gun_politika_p50,fire_politika_p50,stoksuz_politika_p50,kacan_kar_politika_p50,tukenme_gun_politika_p10,fire_politika_p10,stoksuz_politika_p10,kacan_kar_politika_p10,tukenme_gun_politika_p90,fire_politika_p90,stoksuz_politika_p90,kacan_kar_politika_p90,siparis_toplam,siparis_sayisi,net_kazanc_eur,aciliyet,onay_kritik_stok,onay_fire_riski,onay_belirsiz,max_siparis_tutar_eur,onay_yuksek_tutar,onay_gerekli,onay_sebep
547,d,Nordmann,139.9,419.6,2,3.0,4,131.0,3297.6,6595.0,4,86.8,3715.4,7431.0,4,131.0,434.9,869.8,4,264.3,234.0,468.1,4,86.8,852.6,1705.8,2862.6,17,5725.2,normal,0,0,0,1762.8,0,0,yok
548,d,ExpressLog,121.2,34.6,2,0.29,1,0.0,3081.0,6161.7,1,0.0,3507.0,7014.0,1,0.0,268.9,537.5,1,0.0,52.5,105.0,1,0.0,695.0,1389.9,2812.2,23,5624.2,kritik,1,0,0,1124.4,0,1,kritik_stok
549,a,Rheinland,113.4,115.6,2,1.02,3,9.1,2687.1,5374.1,1,0.0,2991.7,5983.5,3,13.5,644.4,1288.6,3,86.0,477.9,955.6,1,0.0,944.4,1889.2,2047.1,8,4059.1,kritik,1,0,1,1795.8,0,1,kritik_stok|belirsiz
550,d,ExpressLog,145.0,435.0,1,3.0,4,158.6,3292.2,6584.2,4,116.2,3722.7,7445.1,4,158.6,210.0,420.0,0,196.6,0.0,0.0,4,116.2,640.6,1280.8,3081.9,22,6164.2,normal,0,0,0,1134.6,0,0,yok
551,a,ExpressLog,159.1,477.1,1,3.0,4,169.5,3499.8,6999.7,4,121.8,3970.1,7940.3,4,169.5,227.8,455.3,0,210.0,0.0,0.0,4,121.8,698.1,1395.9,3272.1,22,6544.4,normal,0,0,0,1267.2,0,0,yok
552,a,Schnellware,178.6,374.8,3,2.1,4,90.7,4346.7,8693.4,4,43.9,4945.9,9892.1,4,90.7,491.4,982.8,4,262.9,216.2,432.4,4,43.9,1067.3,2134.6,3855.4,12,7710.6,normal,0,0,0,2977.2,0,0,yok
553,c,Rheinland,168.1,147.7,2,0.88,1,0.0,4239.0,8477.4,1,0.0,5109.1,10218.3,1,0.0,1221.6,2443.0,1,75.6,650.3,1300.3,1,0.0,2092.1,4183.8,3017.3,8,6034.4,kritik,1,0,0,2820.0,0,1,kritik_stok
554,c,Schnellware,107.6,220.6,3,2.05,3,0.0,2920.1,5840.1,3,0.0,3310.4,6620.9,4,0.0,134.8,269.9,11,96.6,34.3,68.6,4,0.0,503.1,1006.0,2785.0,12,5570.2,yuksek,0,0,0,1791.0,0,0,yok
555,d,ExpressLog,125.8,208.7,1,1.66,3,0.0,2667.5,5335.4,3,0.0,3047.1,6094.6,3,0.0,174.6,349.5,0,23.9,0.0,0.0,3,0.0,535.7,1071.3,2492.9,22,4985.9,yuksek,0,0,0,1016.4,0,0,yok
556,d,Schnellware,173.8,220.3,1,1.27,3,0.0,4158.4,8316.7,3,0.0,4665.7,9331.5,4,0.0,194.8,389.4,11,109.6,29.2,58.6,4,0.0,678.9,1357.2,3963.5,12,7927.3,yuksek,0,0,0,2814.6,0,0,yok
557,a,Schnellware,105.5,60.7,1,0.58,1,0.0,2379.4,4758.5,1,0.0,2746.2,5492.4,1,0.0,169.0,338.0,1,75.0,37.8,75.6,1,0.0,536.0,1071.9,2210.1,12,4420.5,kritik,1,0,0,1568.4,0,1,kritik_stok
558,a,Nordmann,79.0,67.7,1,0.86,1,0.0,1852.7,3705.5,1,0.0,2082.2,4164.3,1,0.0,305.3,610.8,3,45.2,188.7,377.3,1,0.0,534.6,1069.5,1547.3,17,3094.7,kritik,1,0,1,874.2,0,1,kritik_stok|belirsiz
559,d,Schnellware,133.3,63.5,1,0.48,1,0.0,3387.6,6774.9,1,0.0,3947.3,7894.7,1,0.0,274.0,547.7,11,106.0,44.2,88.4,1,0.0,833.7,1667.5,3113.5,12,6227.2,kritik,1,0,1,2218.2,0,1,kritik_stok|belirsiz
560,c,Nordmann,329.0,306.2,2,0.93,1,0.0,7938.9,15877.8,1,0.0,9085.3,18170.4,1,0.0,1398.9,2798.0,1,221.3,811.4,1622.7,1,0.0,2545.5,5090.7,6540.1,17,13079.8,kritik,1,0,0,4016.4,1,1,kritik_stok|yuksek_tutar
561,d,Schnellware,167.1,199.0,3,1.19,3,0.0,3839.7,7679.6,3,0.0,4312.3,8625.0,4,0.0,167.4,334.9,11,100.9,34.9,69.8,4,0.0,617.0,1233.9,3672.4,12,7344.7,yuksek,0,0,0,2596.2,0,0,yok
562,b,ExpressLog,443.6,1330.8,2,3.0,4,99.3,10949.8,21900.0,3,0.0,12414.7,24829.7,4,99.3,606.9,1213.8,0,257.0,0.0,0.0,3,0.0,2063.8,4127.5,10343.3,22,20686.2,yuksek,0,0,0,4701.0,1,1,yuksek_tutar
563,a,Nordmann,136.3,123.2,1,0.9,3,6.7,2797.0,5594.3,1,0.0,3214.8,6429.4,3,6.7,485.4,971.1,3,108.3,286.0,572.0,1,0.0,903.1,1806.3,2311.7,17,4623.2,kritik,1,0,1,1306.8,0,1,kritik_stok|belirsiz
564,d,Schnellware,134.0,98.6,3,0.74,1,0.0,3351.7,6703.3,1,0.0,3784.7,7569.7,1,0.0,198.9,397.7,1,96.0,65.9,131.8,1,0.0,632.1,1264.1,3152.7,12,6305.6,kritik,1,0,0,2079.0,0,1,kritik_stok
565,a,Nordmann,160.1,480.3,1,3.0,4,188.4,3541.9,7083.6,4,149.5,3937.1,7874.6,4,188.4,442.1,883.8,4,313.6,249.0,498.0,4,149.5,837.3,1674.8,3099.9,17,6199.8,normal,0,0,0,1657.8,0,0,yok
566,a,Schnellware,117.6,352.8,1,3.0,4,96.6,3025.2,6050.5,4,58.8,3384.5,6768.8,4,96.6,233.5,467.2,4,219.0,137.6,275.2,4,58.8,570.3,1140.5,2791.5,12,5583.3,normal,0,1,0,2088.0,0,1,fire_riski
567,c,Rheinland,125.5,76.3,2,0.61,1,0.0,2888.7,5777.5,1,0.0,3279.7,6559.2,1,63.2,710.5,1421.1,3,194.3,541.3,1082.5,1,10.3,1048.6,2097.0,2241.4,8,3977.2,kritik,1,0,1,1906.2,0,1,kritik_stok|belirsiz
568,d,Rheinland,117.6,47.9,2,0.41,1,0.0,3098.6,6197.5,1,0.0,3546.5,7092.6,1,0.0,882.4,1764.6,1,44.3,577.5,1155.1,1,0.0,1330.1,2659.7,2216.3,8,4432.9,kritik,1,0,0,2022.6,0,1,kritik_stok
569,a,Nordmann,110.0,131.5,1,1.2,3,46.3,2616.6,5233.0,3,30.1,2911.1,5822.5,3,46.3,467.4,934.7,3,123.1,317.3,634.7,3,30.1,761.9,1524.2,2149.2,17,4298.3,yuksek,0,1,0,1093.2,0,1,fire_riski
570,a,Schnellware,108.1,324.4,1,3.0,4,148.1,2245.7,4491.5,4,117.4,2592.1,5183.8,4,148.1,230.9,461.8,4,253.9,102.6,205.3,4,117.4,577.1,1154.1,2014.8,11,4029.7,normal,0,1,0,1557.0,0,1,fire_riski
571,d,Schnellware,186.4,87.9,1,0.47,1,0.0,4720.3,9440.9,1,0.0,5453.5,10906.7,1,0.0,369.8,739.7,1,170.8,159.9,319.8,1,0.0,1102.8,2205.6,4350.5,12,8701.2,kritik,1,0,0,2735.4,0,1,kritik_stok
572,d,Rheinland,166.9,127.9,2,0.77,1,0.0,3857.9,7715.6,1,0.0,4342.0,8684.6,1,25.4,972.1,1944.1,1,127.2,699.5,1399.2,1,0.0,1431.0,2862.3,2911.0,8,5619.1,kritik,1,0,0,2562.0,0,1,kritik_stok
573,a,Rheinland,95.9,90.0,2,0.94,3,10.1,2312.7,4624.9,1,0.0,2579.5,5159.1,3,45.4,556.1,1111.9,3,127.5,421.6,843.3,1,1.6,789.2,1578.6,1791.8,8,3301.2,kritik,1,0,1,1537.8,0,1,kritik_stok|belirsiz
574,d,Schnellware,215.7,102.3,1,0.47,1,0.0,5351.4,10702.7,1,0.0,5991.5,11983.3,1,0.0,328.0,656.2,1,134.2,119.0,238.0,1,0.0,968.4,1936.9,5023.2,12,10046.5,kritik,1,0,0,3452.4,0,1,kritik_stok
575,a,Schnellware,121.5,188.9,3,1.55,3,0.0,2976.7,5953.3,3,0.0,3497.0,6993.9,4,0.0,344.5,689.4,4,126.9,130.3,260.5,4,0.0,842.3,1684.6,2632.0,12,5263.9,yuksek,0,0,0,2035.2,0,0,yok
576,c,Schnellware,168.5,66.5,1,0.39,1,0.0,3938.2,7876.8,1,0.0,4517.6,9035.3,1,0.0,309.7,619.6,1,114.7,98.8,197.6,1,0.0,889.2,1778.0,3628.6,12,7257.2,kritik,1,0,0,2574.6,0,1,kritik_stok
577,a,Nordmann,120.7,362.2,1,3.0,4,152.4,2630.2,5260.1,4,122.7,2965.4,5931.0,4,152.4,353.0,706.1,4,246.9,192.5,384.9,4,122.7,688.5,1377.0,2277.1,17,4554.0,normal,0,1,0,1275.0,0,1,fire_riski
578,d,Schnellware,192.2,576.6,1,3.0,3,0.0,6076.9,12153.7,3,0.0,7402.8,14805.7,4,0.0,397.6,795.0,11,362.2,53.1,106.0,4,0.0,1656.1,3312.3,5679.2,12,11358.7,yuksek,0,0,0,3694.8,0,0,yok
579,c,Schnellware,201.3,294.0,3,1.46,3,0.0,4355.8,8711.3,3,0.0,4966.3,9932.3,4,0.0,221.5,442.7,11,126.9,39.9,79.6,4,0.0,800.8,1601.6,4134.3,12,8268.6,yuksek,0,0,0,2989.2,0,0,yok
580,a,ExpressLog,249.6,748.9,1,3.0,4,274.0,5497.6,10995.4,4,201.2,6283.2,12566.4,4,274.0,369.1,737.7,0,335.8,0.0,0.0,4,201.2,1154.4,2308.6,5129.1,22,10257.7,normal,0,0,0,1804.8,0,0,yok
581,a,Schnellware,123.6,71.2,1,0.58,3,0.0,3078.6,6156.9,1,0.0,3505.3,7010.7,4,0.0,249.4,498.5,11,86.6,56.5,112.9,1,0.0,675.9,1351.4,2829.5,12,5658.4,kritik,1,0,1,2025.0,0,1,kritik_stok|belirsiz
582,a,Rheinland,169.9,34.0,2,0.2,1,0.0,4105.1,8210.5,1,0.0,4584.0,9167.8,1,47.8,1055.1,2110.5,1,174.5,811.0,1622.0,1,0.0,1486.0,2972.3,3097.8,8,5813.2,kritik,1,0,0,2661.0,0,1,kritik_stok
583,a,Schnellware,103.3,20.7,1,0.2,1,0.0,2503.5,5007.2,1,0.0,2830.4,5660.7,1,0.0,182.8,365.6,1,68.6,66.3,132.7,1,0.0,509.4,1019.1,2321.1,12,4641.6,kritik,1,0,0,1623.0,0,1,kritik_stok
584,d,Nordmann,114.5,102.9,1,0.9,1,0.0,2804.7,5609.1,1,0.0,3143.5,6287.4,1,0.0,450.8,901.6,3,68.6,278.0,555.7,1,0.0,790.0,1579.9,2353.9,17,4707.5,kritik,1,0,1,1381.8,0,1,kritik_stok|belirsiz
585,d,Rheinland,138.1,162.2,2,1.17,3,67.5,2826.7,5653.2,3,48.8,3276.7,6553.1,3,106.5,691.8,1383.5,3,240.4,492.4,984.6,3,48.8,1102.9,2205.5,2173.9,8,4035.7,yuksek,0,0,0,1878.0,0,0,yok
586,a,Nordmann,367.9,1086.8,2,2.95,4,343.8,8048.4,16097.0,4,235.4,9111.0,18222.0,4,343.8,1048.5,2096.6,4,675.0,539.8,1079.7,4,235.4,2110.7,4221.7,7000.2,17,14000.4,normal,0,0,0,4140.6,1,1,yuksek_tutar
587,d,Schnellware,231.0,166.0,1,0.72,1,0.0,5971.2,11942.6,1,0.0,6933.1,13866.1,1,0.0,414.0,828.0,1,219.4,133.3,266.4,1,0.0,1375.8,2751.5,5557.2,12,11114.6,kritik,1,0,0,3603.6,0,1,kritik_stok
588,d,Schnellware,149.4,62.0,3,0.41,1,0.0,3648.7,7297.1,1,0.0,4090.0,8180.3,1,0.0,217.1,434.4,1,91.0,83.0,166.0,1,0.0,658.7,1317.6,3431.5,12,6862.7,kritik,1,0,0,2263.8,0,1,kritik_stok
589,a,Nordmann,103.3,309.9,1,3.0,4,110.0,2924.0,5847.6,4,62.9,3481.8,6963.7,4,110.0,455.9,911.3,4,264.3,189.7,379.2,4,62.9,1013.7,2027.4,2468.0,17,4936.3,normal,0,0,0,1271.4,0,0,yok
590,d,Schnellware,120.5,361.4,1,3.0,4,104.1,2869.4,5738.9,4,59.3,3269.6,6539.3,4,104.1,241.5,482.8,4,245.7,133.9,267.6,4,59.3,626.1,1252.2,2628.1,11,5256.1,normal,0,0,0,1770.6,0,0,yok
591,a,Schnellware,138.5,54.4,1,0.39,1,0.0,3333.5,6666.7,1,0.0,3729.1,7458.3,1,0.0,191.0,382.0,1,83.2,69.9,139.8,1,0.0,586.6,1173.5,3142.5,12,6284.7,kritik,1,0,0,2066.4,0,1,kritik_stok
592,a,Schnellware,106.3,48.8,1,0.46,1,0.0,2545.3,5090.7,1,0.0,2911.0,5821.8,1,0.0,157.6,315.1,1,76.5,45.3,90.7,1,0.0,523.3,1046.2,2387.8,12,4775.6,kritik,1,1,0,1667.4,0,1,kritik_stok|fire_riski
593,a,ExpressLog,230.5,505.4,1,2.19,4,68.3,5297.6,10594.8,3,0.0,6104.7,12208.7,4,68.3,382.0,764.0,0,129.7,0.0,0.0,3,0.0,1188.9,2377.9,4915.4,22,9830.8,yuksek,0,1,0,1820.4,0,1,fire_riski
594,a,Rheinland,99.2,28.9,2,0.29,1,0.0,2505.0,5010.1,1,0.0,2822.7,5646.0,1,39.4,631.0,1262.1,1,150.0,490.9,981.8,1,1.3,910.8,1821.6,1913.6,8,3511.6,kritik,1,0,0,1629.0,0,1,kritik_stok
595,c,Rheinland,366.9,80.3,2,0.22,1,0.0,8670.0,17340.3,1,0.0,9763.7,19527.4,1,33.9,2318.6,4637.2,1,227.4,1704.8,3410.0,1,0.0,3378.3,6756.4,6385.6,8,12499.7,kritik,1,0,0,5625.6,1,1,kritik_stok|yuksek_tutar
596,c,Rheinland,109.6,46.5,2,0.42,1,0.0,2664.3,5328.5,1,0.0,3002.3,6004.5,1,13.9,694.1,1388.5,1,82.9,505.8,1011.5,1,0.0,1018.3,2036.7,1983.8,8,3856.6,kritik,1,0,0,1742.4,0,1,kritik_stok
597,a,Schnellware,123.6,24.7,1,0.2,1,0.0,3061.0,6122.4,1,0.0,3431.3,6862.5,1,0.0,217.4,435.2,1,77.0,103.3,206.4,1,0.0,587.8,1175.4,2843.6,12,5687.2,kritik,1,0,0,1859.4,0,1,kritik_stok
598,c,Schnellware,145.1,254.6,3,1.75,3,0.0,3238.0,6476.0,3,0.0,3618.0,7236.2,4,0.0,128.3,257.0,11,97.0,31.9,63.8,4,0.0,488.1,976.3,3109.5,12,6219.0,yuksek,0,0,0,2121.0,0,0,yok
599,d,Schnellware,238.1,118.8,1,0.5,1,0.0,5768.5,11537.3,1,0.0,6607.6,13214.9,1,0.0,420.0,840.1,1,186.2,177.2,354.6,1,0.0,1258.8,2517.7,5348.6,12,10697.2,kritik,1,1,0,3433.2,0,1,kritik_stok|fire_riski
600,d,Rheinland,168.8,36.9,2,0.22,1,0.0,4261.8,8523.9,1,0.0,4858.6,9717.3,1,20.5,1170.1,2340.3,1,124.9,831.1,1662.5,1,0.0,1746.3,3492.8,3112.2,8,6060.6,kritik,1,0,0,2763.6,0,1,kritik_stok
601,d,Schnellware,118.5,310.8,3,2.62,4,85.8,2703.0,5406.1,4,52.3,3039.7,6079.7,4,85.8,209.7,419.9,4,193.0,115.5,231.0,4,52.3,527.2,1054.5,2493.3,12,4986.2,normal,0,0,0,1770.0,0,0,yok
602,a,Nordmann,152.7,175.3,1,1.15,3,0.0,3645.5,7290.9,3,0.0,4031.7,8063.4,3,0.0,530.1,1060.6,3,81.6,329.8,659.7,3,0.0,916.6,1833.2,3115.1,17,6230.3,yuksek,0,0,0,1689.6,0,0,yok
603,a,Nordmann,166.5,499.4,1,3.0,4,170.8,4037.4,8074.9,4,127.2,4492.0,8983.8,4,170.8,499.4,998.8,4,316.5,281.7,563.4,4,127.2,953.8,1907.7,3538.2,17,7076.1,normal,0,0,0,1980.0,0,0,yok
604,d,Schnellware,195.7,152.4,1,0.78,1,0.0,4221.6,8443.2,1,0.0,4793.2,9586.5,1,0.0,200.7,401.3,11,118.5,38.1,76.1,1,0.0,772.2,1544.5,4020.9,12,8041.9,kritik,1,0,1,2779.2,0,1,kritik_stok|belirsiz
605,d,Rheinland,169.1,46.9,2,0.28,1,0.0,4267.6,8535.5,1,0.0,4798.5,9596.9,1,18.9,1129.6,2259.6,1,127.1,829.0,1657.9,1,0.0,1641.7,3283.3,3157.0,8,6162.5,kritik,1,0,0,2773.8,0,1,kritik_stok
606,a,Schnellware,141.6,291.5,1,2.06,4,46.1,3137.5,6274.7,4,14.4,3482.1,6964.4,4,46.1,190.7,381.7,4,157.5,87.3,174.5,4,14.4,518.7,1037.6,2946.5,12,5893.0,normal,0,1,0,2174.4,0,1,fire_riski
607,a,ExpressLog,85.1,208.2,1,2.45,4,83.7,2106.2,4212.4,4,52.4,2509.6,5019.2,4,83.7,196.0,392.1,0,107.6,0.0,0.0,4,52.4,599.3,1198.9,1910.0,22,3820.3,normal,0,1,0,1011.0,0,1,fire_riski
608,a,ExpressLog,216.6,649.8,1,3.0,4,286.7,5165.5,10331.0,4,223.1,5861.7,11723.0,4,286.7,346.9,693.8,0,338.3,0.0,0.0,4,223.1,1043.0,2085.9,4818.7,22,9637.2,normal,0,0,0,2142.0,0,0,yok
609,a,ExpressLog,111.6,69.5,2,0.62,1,0.0,2741.4,5482.7,1,0.0,3099.3,6198.5,1,0.0,182.8,366.0,1,0.0,2.9,5.8,1,0.0,541.0,1081.9,2558.2,23,5116.7,kritik,1,0,0,945.6,0,1,kritik_stok
610,a,Schnellware,100.3,279.8,1,2.79,4,108.7,2204.7,4409.2,4,81.7,2488.3,4976.4,4,108.7,206.7,413.5,4,198.2,95.2,190.4,4,81.7,490.4,980.7,1997.8,11,3995.7,normal,0,0,0,1527.0,0,0,yok
611,a,Schnellware,142.3,79.0,1,0.56,1,0.0,3387.3,6774.5,1,0.0,3732.9,7465.9,1,0.0,180.5,361.0,1,79.8,75.6,151.2,1,0.0,526.2,1052.3,3206.8,12,6413.5,kritik,1,0,0,2044.2,0,1,kritik_stok
612,d,Schnellware,165.6,54.2,1,0.33,1,0.0,3924.9,7850.1,1,0.0,4487.8,8975.4,1,0.0,283.7,567.3,1,120.8,114.9,230.0,1,0.0,846.2,1692.6,3641.5,12,7282.8,kritik,1,0,0,2457.6,0,1,kritik_stok
613,c,Schnellware,164.9,80.5,3,0.49,1,0.0,3677.5,7355.1,1,0.0,4122.6,8244.9,1,0.0,214.9,429.8,1,97.9,79.7,159.4,1,0.0,660.0,1319.6,3462.8,12,6925.3,kritik,1,0,0,2349.0,0,1,kritik_stok
614,a,Schnellware,160.5,387.1,1,2.41,4,83.3,3587.7,7175.3,4,41.0,4035.2,8070.4,4,83.3,247.2,494.5,4,222.7,137.5,274.9,4,41.0,671.7,1343.5,3340.5,12,6680.8,normal,0,0,0,2356.8,0,0,yok
615,d,Schnellware,237.0,74.5,1,0.31,1,0.0,5623.9,11247.4,1,0.0,6231.7,12463.6,1,0.0,346.4,692.7,1,130.8,150.8,301.7,1,0.0,954.4,1908.9,5277.2,12,10554.7,kritik,1,0,0,3653.4,0,1,kritik_stok
616,a,ExpressLog,206.0,57.7,1,0.28,1,0.0,4838.6,9677.1,1,0.0,5384.2,10768.4,1,0.0,354.0,708.0,1,0.0,79.1,158.2,1,0.0,899.8,1799.4,4484.5,23,8969.1,kritik,1,0,0,1681.2,0,1,kritik_stok
617,a,Schnellware,148.9,446.6,1,3.0,4,198.7,3504.6,7009.6,4,154.1,3975.0,7950.4,4,198.7,333.8,667.7,4,342.4,155.1,310.1,4,154.1,804.1,1608.5,3170.9,11,6341.9,normal,0,0,0,2412.6,0,0,yok
618,d,Schnellware,164.7,50.9,1,0.31,1,0.0,4231.4,8462.7,1,0.0,4804.0,9607.6,1,0.0,325.7,651.0,1,124.4,149.2,298.6,1,0.0,898.0,1795.8,3905.8,12,7811.7,kritik,1,0,0,2535.6,0,1,kritik_stok
619,a,Nordmann,100.5,30.8,2,0.31,1,0.0,2537.9,5075.6,1,0.0,2897.3,5794.7,1,0.0,464.1,928.3,1,67.0,281.6,563.2,1,0.0,823.8,1647.5,2073.6,17,4147.3,kritik,1,0,0,1021.8,0,1,kritik_stok
620,d,Rheinland,188.5,225.7,2,1.2,3,6.4,4674.0,9348.4,1,0.0,5260.9,10522.0,3,6.4,1199.3,2398.6,3,99.7,818.7,1637.4,1,0.0,1786.1,3572.2,3474.8,8,6949.8,kritik,1,0,1,3145.8,0,1,kritik_stok|belirsiz
621,a,Nordmann,143.4,184.6,1,1.29,3,0.0,3268.3,6536.6,3,0.0,3673.6,7347.5,3,0.0,480.5,960.7,3,84.2,270.5,541.2,3,0.0,885.8,1771.5,2788.1,17,5575.9,yuksek,0,0,0,1561.8,0,0,yok
622,a,Rheinland,103.9,79.0,2,0.76,1,0.0,2539.6,5079.0,1,0.0,2883.9,5767.7,1,27.2,613.2,1226.7,3,123.0,452.3,904.5,1,0.0,930.5,1860.9,1953.5,8,3689.1,kritik,1,0,1,1683.6,0,1,kritik_stok|belirsiz
623,a,Nordmann,171.3,514.0,1,3.0,4,219.5,3827.1,7653.7,4,168.5,4379.7,8759.5,4,219.5,530.0,1059.3,4,381.2,264.9,529.8,4,168.5,1082.6,2165.0,3297.2,17,6594.4,normal,0,0,0,1706.4,0,0,yok
624,a,Rheinland,168.6,61.3,2,0.36,1,0.0,3961.3,7922.7,1,0.0,4452.1,8904.8,1,43.5,990.4,1980.5,1,202.9,770.9,1541.8,1,0.0,1437.6,2875.6,3014.6,8,5681.2,kritik,1,0,0,2586.0,0,1,kritik_stok
625,a,Schnellware,151.4,454.1,1,3.0,4,181.1,3333.4,6666.8,4,142.1,3707.1,7414.5,4,181.1,292.1,584.3,4,305.2,141.6,283.2,4,142.1,665.8,1332.0,3041.1,11,6082.5,normal,0,1,0,2318.4,0,1,fire_riski
626,c,Rheinland,225.8,73.4,2,0.33,1,0.0,5355.6,10711.3,1,0.0,6074.7,12149.2,1,46.5,1401.5,2803.1,1,211.0,1032.1,2064.4,1,0.0,2074.0,4148.0,4000.6,8,7629.2,kritik,1,0,0,3490.2,0,1,kritik_stok
627,c,Schnellware,143.2,170.8,1,1.19,3,0.0,3669.5,7338.9,1,0.0,4215.2,8430.2,4,0.0,183.7,367.3,11,116.7,37.2,74.4,1,0.0,724.2,1448.3,3485.7,12,6971.6,kritik,1,0,1,2401.2,0,1,kritik_stok|belirsiz
628,a,Schnellware,148.7,422.3,1,2.84,4,155.6,3402.6,6805.4,4,107.6,3902.2,7804.6,4,155.6,332.5,665.1,4,298.4,155.4,310.9,4,107.6,832.3,1664.4,3070.1,11,6140.3,normal,0,0,0,2358.6,0,0,yok
629,d,Schnellware,188.6,81.3,1,0.43,1,0.0,3842.9,7685.9,1,0.0,4426.8,8853.7,1,0.0,263.5,527.0,1,123.6,87.3,174.5,1,0.0,847.2,1694.7,3579.3,12,7158.9,kritik,1,0,0,2416.2,0,1,kritik_stok
630,a,Schnellware,161.4,60.5,1,0.37,1,0.0,3772.6,7545.3,1,0.0,4341.3,8682.0,1,0.0,269.4,538.8,1,115.8,49.1,98.3,1,0.0,837.8,1675.5,3503.3,12,7006.5,kritik,1,0,0,2464.2,0,1,kritik_stok
631,d,Nordmann,131.1,186.2,1,1.42,3,62.3,3199.2,6398.6,3,40.4,3568.8,7137.7,3,62.3,546.2,1092.6,3,158.2,356.7,713.2,3,40.4,915.8,1831.7,2653.0,17,5306.0,yuksek,0,0,0,1512.0,0,0,yok
632,a,Schnellware,171.2,513.7,1,3.0,4,131.4,3962.4,7924.9,4,77.2,4445.0,8889.9,4,131.4,310.4,620.9,4,293.2,180.7,361.3,4,77.2,761.0,1521.8,3651.8,12,7304.0,normal,0,1,0,2574.0,0,1,fire_riski
633,d,Schnellware,176.3,35.3,1,0.2,1,0.0,4327.4,8654.5,1,0.0,4919.4,9838.6,1,0.0,349.4,699.0,1,142.5,188.7,377.5,1,0.0,941.5,1883.1,3977.8,12,7955.5,kritik,1,0,0,2417.4,0,1,kritik_stok
634,d,Schnellware,156.5,59.7,1,0.38,1,0.0,3905.1,7810.8,1,0.0,4461.8,8923.4,1,0.0,306.6,613.5,1,114.2,64.0,127.9,1,0.0,863.0,1726.0,3598.6,12,7197.3,kritik,1,0,0,2548.8,0,1,kritik_stok
635,a,Nordmann,132.0,257.8,2,1.95,4,55.6,3260.6,6521.4,3,29.0,3816.9,7633.5,4,55.6,477.6,955.5,4,200.8,220.8,441.5,3,29.0,1033.9,2067.6,2783.0,17,5565.9,yuksek,0,0,0,1491.0,0,0,yok
636,c,Schnellware,137.0,184.7,1,1.35,3,0.0,3384.0,6768.0,3,0.0,3984.7,7969.4,4,0.0,323.9,648.0,11,112.6,72.8,145.7,4,0.0,888.5,1776.7,3060.2,12,6120.0,yuksek,0,0,0,2294.4,0,0,yok
637,d,Rheinland,211.5,118.6,2,0.56,1,0.0,5267.7,10535.7,1,0.0,5873.5,11747.5,1,7.0,1307.2,2614.6,1,141.9,973.1,1946.3,1,0.0,1906.1,3812.3,3967.5,8,7879.1,kritik,1,0,0,3462.6,0,1,kritik_stok
638,d,Nordmann,146.3,29.3,2,0.2,1,0.0,3671.3,7342.4,1,0.0,4097.5,8195.4,1,0.0,681.1,1362.1,1,90.7,462.1,924.2,1,0.0,1107.8,2215.1,2990.2,17,5980.3,kritik,1,0,0,1927.2,0,1,kritik_stok
639,a,Schnellware,112.8,248.9,1,2.21,4,71.8,2488.7,4977.2,4,43.0,2801.6,5603.2,4,71.8,218.9,437.6,4,168.3,105.7,211.6,4,43.0,517.0,1034.1,2269.8,12,4539.6,normal,0,0,0,1713.6,0,0,yok
640,d,Nordmann,280.0,549.2,3,1.96,3,0.0,6319.1,12637.8,3,0.0,7101.7,14202.8,3,0.0,784.2,1568.1,4,211.0,430.4,860.7,3,0.0,1566.4,3133.2,5535.0,17,11069.7,yuksek,0,0,0,3211.8,0,0,yok
641,a,Schnellware,137.4,70.8,1,0.52,1,0.0,3153.3,6306.7,1,0.0,3589.5,7179.3,1,0.0,211.0,421.7,1,91.7,43.1,86.2,1,0.0,647.3,1294.3,2942.4,12,5885.0,kritik,1,0,0,2072.4,0,1,kritik_stok
642,c,Schnellware,89.8,259.7,1,2.89,4,95.5,1907.2,3814.4,4,75.5,2130.3,4260.9,4,95.5,151.5,302.9,4,165.6,87.6,175.2,4,75.5,374.6,749.4,1755.7,11,3511.5,normal,0,1,0,1294.2,0,1,fire_riski
643,a,Rheinland,193.9,148.2,2,0.76,1,0.0,4449.3,8898.3,1,0.0,5035.5,10071.0,1,52.8,1056.3,2112.8,3,207.2,780.3,1560.5,1,0.0,1589.9,3179.9,3445.7,8,6468.7,kritik,1,0,1,2955.6,0,1,kritik_stok|belirsiz
644,c,ExpressLog,225.9,533.5,2,2.36,4,104.2,4959.8,9919.9,4,22.5,5729.2,11458.3,4,104.2,373.4,747.1,0,176.2,0.0,0.0,4,22.5,1142.7,2285.5,4586.6,22,9172.8,normal,0,0,0,1618.8,0,0,yok
