magaza,magaza_tipi,urun_yelpazesi,tipik_gunluk_talep_adet,stok_toplam_adet,yas0_adet,yas1_adet,yas2_adet,en_eski_yas,kalan_raf_omru_gun,stok_gun_karsiligi,tedarikci,profil,referans_gun
544,a,a,338.7,215.4,0.0,215.4,0.0,1,2,0.64,Rheinland,normal,2015-07-03
545,a,c,254.8,486.9,367.6,0.0,119.3,2,1,1.91,Schnellware,yavas_devir,2015-07-03
546,a,a,335.1,73.1,0.0,0.0,73.1,2,1,0.22,Schnellware,normal,2015-07-03
547,d,c,139.9,419.6,223.9,195.7,0.0,1,2,3.0,Nordmann,yavas_devir,2015-07-03
548,d,c,121.2,34.6,0.0,34.6,0.0,1,2,0.29,ExpressLog,yavas_devir,2015-07-03
549,a,c,113.4,115.6,0.0,115.6,0.0,1,2,1.02,Rheinland,normal,2015-07-03
550,d,c,145.0,435.0,253.6,130.8,50.6,2,1,3.0,ExpressLog,normal,2015-07-03
551,a,c,159.1,477.1,293.2,139.9,44.0,2,1,3.0,ExpressLog,normal,2015-07-03
552,a,a,178.6,374.8,374.8,0.0,0.0,0,3,2.1,Schnellware,normal,2015-07-03
553,c,a,168.1,147.7,0.0,147.7,0.0,1,2,0.88,Rheinland,normal,2015-07-03
554,c,c,107.6,220.6,220.6,0.0,0.0,0,3,2.05,Schnellware,normal,2015-07-03
555,d,a,125.8,208.7,172.9,0.0,35.8,2,1,1.66,ExpressLog,normal,2015-07-03
556,d,c,173.8,220.3,182.1,0.0,38.2,2,1,1.27,Schnellware,normal,2015-07-03
557,a,a,105.5,60.7,48.5,0.0,12.2,2,1,0.58,Schnellware,normal,2015-07-03
558,a,a,79.0,67.7,40.1,20.2,7.4,2,1,0.86,Nordmann,normal,2015-07-03
559,d,a,133.3,63.5,53.4,0.0,10.1,2,1,0.48,Schnellware,normal,2015-07-03
560,c,c,329.0,306.2,208.0,98.2,0.0,1,2,0.93,Nordmann,normal,2015-07-03
561,d,a,167.1,199.0,199.0,0.0,0.0,0,3,1.19,Schnellware,normal,2015-07-03
562,b,c,443.6,1330.8,917.1,413.7,0.0,1,2,3.0,ExpressLog,normal,2015-07-03
563,a,a,136.3,123.2,0.0,91.7,31.5,2,1,0.9,Nordmann,normal,2015-07-03
564,d,c,134.0,98.6,98.6,0.0,0.0,0,3,0.74,Schnellware,normal,2015-07-03
565,a,c,160.1,480.3,309.6,117.0,53.7,2,1,3.0,Nordmann,normal,2015-07-03
566,a,a,117.6,352.8,296.2,0.0,56.6,2,1,3.0,Schnellware,normal,2015-07-03
567,c,a,125.5,76.3,0.0,76.3,0.0,1,2,0.61,Rheinland,normal,2015-07-03
568,d,c,117.6,47.9,0.0,47.9,0.0,1,2,0.41,Rheinland,normal,2015-07-03
569,a,a,110.0,131.5,0.0,77.9,53.6,2,1,1.2,Nordmann,normal,2015-07-03
570,a,a,108.1,324.4,210.9,0.0,113.5,2,1,3.0,Schnellware,yavas_devir,2015-07-03
571,d,a,186.4,87.9,71.0,0.0,16.9,2,1,0.47,Schnellware,normal,2015-07-03
572,d,c,166.9,127.9,0.0,127.9,0.0,1,2,0.77,Rheinland,normal,2015-07-03
573,a,a,95.9,90.0,0.0,90.0,0.0,1,2,0.94,Rheinland,normal,2015-07-03
574,d,a,215.7,102.3,79.9,0.0,22.4,2,1,0.47,Schnellware,normal,2015-07-03
575,a,a,121.5,188.9,188.9,0.0,0.0,0,3,1.55,Schnellware,normal,2015-07-03
576,c,a,168.5,66.5,50.9,0.0,15.6,2,1,0.39,Schnellware,normal,2015-07-03
577,a,c,120.7,362.2,214.3,88.0,59.9,2,1,3.0,Nordmann,normal,2015-07-03
578,d,a,192.2,576.6,501.3,0.0,75.3,2,1,3.0,Schnellware,normal,2015-07-03
579,c,a,201.3,294.0,294.0,0.0,0.0,0,3,1.46,Schnellware,normal,2015-07-03
580,a,c,249.6,748.9,481.0,195.9,72.0,2,1,3.0,ExpressLog,normal,2015-07-03
581,a,a,123.6,71.2,46.2,0.0,25.0,2,1,0.58,Schnellware,yavas_devir,2015-07-03
582,a,a,169.9,34.0,0.0,34.0,0.0,1,2,0.2,Rheinland,normal,2015-07-03
583,a,a,103.3,20.7,0.0,0.0,20.7,2,1,0.2,Schnellware,normal,2015-07-03
584,d,a,114.5,102.9,40.2,39.5,23.2,2,1,0.9,Nordmann,yavas_devir,2015-07-03
585,d,c,138.1,162.2,0.0,162.2,0.0,1,2,1.17,Rheinland,normal,2015-07-03
586,a,c,367.9,1086.8,651.2,435.6,0.0,1,2,2.95,Nordmann,normal,2015-07-03
587,d,c,231.0,166.0,107.6,0.0,58.4,2,1,0.72,Schnellware,yavas_devir,2015-07-03
588,d,c,149.4,62.0,62.0,0.0,0.0,0,3,0.41,Schnellware,normal,2015-07-03
589,a,c,103.3,309.9,163.7,112.5,33.7,2,1,3.0,Nordmann,normal,2015-07-03
590,d,c,120.5,361.4,314.7,0.0,46.7,2,1,3.0,Schnellware,normal,2015-07-03
591,a,c,138.5,54.4,44.1,0.0,10.3,2,1,0.39,Schnellware,normal,2015-07-03
592,a,a,106.3,48.8,0.0,0.0,48.8,2,1,0.46,Schnellware,normal,2015-07-03
593,a,c,230.5,505.4,404.2,0.0,101.2,2,1,2.19,ExpressLog,normal,2015-07-03
594,a,a,99.2,28.9,0.0,28.9,0.0,1,2,0.29,Rheinland,yavas_devir,2015-07-03
595,c,c,366.9,80.3,0.0,80.3,0.0,1,2,0.22,Rheinland,normal,2015-07-03
596,c,a,109.6,46.5,0.0,46.5,0.0,1,2,0.42,Rheinland,normal,2015-07-03
597,a,a,123.6,24.7,0.0,0.0,24.7,2,1,0.2,Schnellware,normal,2015-07-03
598,c,a,145.1,254.6,254.6,0.0,0.0,0,3,1.75,Schnellware,yavas_devir,2015-07-03
599,d,c,238.1,118.8,0.0,0.0,118.8,2,1,0.5,Schnellware,normal,2015-07-03
600,d,c,168.8,36.9,0.0,36.9,0.0,1,2,0.22,Rheinland,yavas_devir,2015-07-03
601,d,a,118.5,310.8,310.8,0.0,0.0,0,3,2.62,Schnellware,normal,2015-07-03
602,a,a,152.7,175.3,101.9,58.0,15.4,2,1,1.15,Nordmann,normal,2015-07-03
603,a,a,166.5,499.4,256.9,177.9,64.6,2,1,3.0,Nordmann,normal,2015-07-03
604,d,a,195.7,152.4,119.8,0.0,32.6,2,1,0.78,Schnellware,normal,2015-07-03
605,d,a,169.1,46.9,0.0,46.9,0.0,1,2,0.28,Rheinland,normal,2015-07-03
606,a,a,141.6,291.5,219.5,0.0,72.0,2,1,2.06,Schnellware,normal,2015-07-03
607,a,a,85.1,208.2,169.5,0.0,38.7,2,1,2.45,ExpressLog,normal,2015-07-03
608,a,c,216.6,649.8,384.0,192.2,73.6,2,1,3.0,ExpressLog,normal,2015-07-03
609,a,a,111.6,69.5,47.6,21.9,0.0,1,2,0.62,ExpressLog,normal,2015-07-03
610,a,a,100.3,279.8,248.5,0.0,31.3,2,1,2.79,Schnellware,normal,2015-07-03
611,a,a,142.3,79.0,69.1,0.0,9.9,2,1,0.56,Schnellware,normal,2015-07-03
612,d,c,165.6,54.2,0.0,0.0,54.2,2,1,0.33,Schnellware,normal,2015-07-03
613,c,a,164.9,80.5,80.5,0.0,0.0,0,3,0.49,Schnellware,yavas_devir,2015-07-03
614,a,a,160.5,387.1,325.2,0.0,61.9,2,1,2.41,Schnellware,normal,2015-07-03
615,d,a,237.0,74.5,0.0,0.0,74.5,2,1,0.31,Schnellware,yavas_devir,2015-07-03
616,a,c,206.0,57.7,0.0,43.8,13.9,2,1,0.28,ExpressLog,normal,2015-07-03
617,a,c,148.9,446.6,405.6,0.0,41.0,2,1,3.0,Schnellware,normal,2015-07-03
618,d,c,164.7,50.9,0.0,0.0,50.9,2,1,0.31,Schnellware,normal,2015-07-03
619,a,a,100.5,30.8,0.0,30.8,0.0,1,2,0.31,Nordmann,normal,2015-07-03
620,d,c,188.5,225.7,0.0,225.7,0.0,1,2,1.2,Rheinland,normal,2015-07-03
621,a,a,143.4,184.6,103.7,57.3,23.6,2,1,1.29,Nordmann,normal,2015-07-03
622,a,c,103.9,79.0,0.0,79.0,0.0,1,2,0.76,Rheinland,normal,2015-07-03
623,a,a,171.3,514.0,350.1,125.5,38.4,2,1,3.0,Nordmann,normal,2015-07-03
624,a,c,168.6,61.3,0.0,61.3,0.0,1,2,0.36,Rheinland,normal,2015-07-03
625,a,a,151.4,454.1,296.0,0.0,158.1,2,1,3.0,Schnellware,yavas_devir,2015-07-03
626,c,c,225.8,73.4,0.0,73.4,0.0,1,2,0.33,Rheinland,normal,2015-07-03
627,c,c,143.2,170.8,150.3,0.0,20.5,2,1,1.19,Schnellware,normal,2015-07-03
628,a,c,148.7,422.3,375.3,0.0,47.0,2,1,2.84,Schnellware,normal,2015-07-03
629,d,a,188.6,81.3,65.2,0.0,16.1,2,1,0.43,Schnellware,normal,2015-07-03
630,a,a,161.4,60.5,47.9,0.0,12.6,2,1,0.37,Schnellware,normal,2015-07-03
631,d,c,131.1,186.2,0.0,144.3,41.9,2,1,1.42,Nordmann,normal,2015-07-03
632,a,a,171.2,513.7,350.2,0.0,163.5,2,1,3.0,Schnellware,yavas_devir,2015-07-03
633,d,a,176.3,35.3,0.0,0.0,35.3,2,1,0.2,Schnellware,normal,2015-07-03
634,d,a,156.5,59.7,45.7,0.0,14.0,2,1,0.38,Schnellware,normal,2015-07-03
635,a,a,132.0,257.8,135.6,122.2,0.0,1,2,1.95,Nordmann,yavas_devir,2015-07-03
636,c,a,137.0,184.7,154.8,0.0,29.9,2,1,1.35,Schnellware,normal,2015-07-03
637,d,c,211.5,118.6,0.0,118.6,0.0,1,2,0.56,Rheinland,normal,2015-07-03
638,d,a,146.3,29.3,0.0,29.3,0.0,1,2,0.2,Nordmann,normal,2015-07-03
639,a,a,112.8,248.9,216.1,0.0,32.8,2,1,2.21,Schnellware,normal,2015-07-03
640,d,c,280.0,549.2,549.2,0.0,0.0,0,3,1.96,Nordmann,normal,2015-07-03
641,a,c,137.4,70.8,61.1,0.0,9.7,2,1,0.52,Schnellware,normal,2015-07-03
642,c,c,89.8,259.7,214.6,0.0,45.1,2,1,2.89,Schnellware,normal,2015-07-03
643,a,a,193.9,148.2,0.0,148.2,0.0,1,2,0.76,Rheinland,normal,2015-07-03
644,c,a,225.9,533.5,369.7,163.8,0.0,1,2,2.36,ExpressLog,normal,2015-07-03
645,a,a,259.7,325.4,283.0,0.0,42.4,2,1,1.25,Schnellware,normal,2015-07-03
646,a,a,122.9,96.0,0.0,96.0,0.0,1,2,0.78,Rheinland,normal,2015-07-03
647,a,c,139.1,377.3,228.2,0.0,149.1,2,1,2.71,Schnellware,yavas_devir,2015-07-03
648,d,a,160.7,32.1,0.0,32.1,0.0,1,2,0.2,Rheinland,normal,2015-07-03
649,a,a,84.3,67.9,0.0,67.9,0.0,1,2,0.81,Rheinland,normal,2015-07-03
650,a,a,157.3,54.0,0.0,54.0,0.0,1,2,0.34,Rheinland,normal,2015-07-03
651,a,a,186.5,316.9,0.0,316.9,0.0,1,2,1.7,Rheinland,yavas_devir,2015-07-03
652,a,a,156.5,332.0,224.8,0.0,107.2,2,1,2.12,Schnellware,yavas_devir,2015-07-03
653,d,c,143.3,173.0,0.0,173.0,0.0,1,2,1.21,Rheinland,normal,2015-07-03
654,c,a,148.7,31.5,0.0,31.5,0.0,1,2,0.21,Rheinland,normal,2015-07-03
655,d,c,190.2,225.1,0.0,225.1,0.0,1,2,1.18,Rheinland,normal,2015-07-03
656,d,a,79.2,219.1,156.2,0.0,62.9,2,1,2.77,Schnellware,yavas_devir,2015-07-03
657,c,c,144.5,102.8,91.7,0.0,11.1,2,1,0.71,Schnellware,normal,2015-07-03
658,d,c,145.7,111.7,0.0,0.0,111.7,2,1,0.77,Schnellware,yavas_devir,2015-07-03
659,d,a,135.1,380.2,257.4,0.0,122.8,2,1,2.81,Schnellware,yavas_devir,2015-07-03
660,a,a,107.5,123.7,104.0,0.0,19.7,2,1,1.15,Schnellware,normal,2015-07-03
661,d,c,175.4,35.1,0.0,0.0,35.1,2,1,0.2,Schnellware,normal,2015-07-03
662,d,a,201.6,160.7,0.0,160.7,0.0,1,2,0.8,Rheinland,normal,2015-07-03
663,a,c,110.1,66.9,66.9,0.0,0.0,0,3,0.61,Schnellware,yavas_devir,2015-07-03
664,d,c,117.7,203.1,87.9,70.2,45.0,2,1,1.73,Nordmann,yavas_devir,2015-07-03
665,a,a,196.9,289.9,289.9,0.0,0.0,0,3,1.47,Schnellware,normal,2015-07-03
666,c,c,167.2,34.2,0.0,34.2,0.0,1,2,0.2,Nordmann,normal,2015-07-03
667,d,c,213.3,105.6,85.7,0.0,19.9,2,1,0.49,Schnellware,normal,2015-07-03
668,c,a,218.3,79.3,0.0,0.0,79.3,2,1,0.36,Schnellware,normal,2015-07-03
669,d,a,108.9,64.6,0.0,64.6,0.0,1,2,0.59,Rheinland,yavas_devir,2015-07-03
670,a,a,160.0,43.3,0.0,33.3,10.0,2,1,0.27,ExpressLog,normal,2015-07-03
671,a,c,142.4,386.3,320.3,0.0,66.0,2,1,2.71,Schnellware,normal,2015-07-03
672,c,a,215.9,608.4,514.7,0.0,93.7,2,1,2.82,Schnellware,normal,2015-07-03
673,d,c,170.6,88.8,0.0,88.8,0.0,1,2,0.52,Rheinland,yavas_devir,2015-07-03
674,a,a,195.3,39.3,0.0,39.3,0.0,1,2,0.2,Rheinland,normal,2015-07-03
675,a,a,100.8,45.2,0.0,0.0,45.2,2,1,0.45,Schnellware,normal,2015-07-03
676,b,b,179.4,459.4,374.3,0.0,85.1,2,1,2.56,Schnellware,normal,2015-07-03
677,d,a,194.4,66.4,0.0,0.0,66.4,2,1,0.34,Schnellware,normal,2015-07-03
678,c,a,175.2,525.5,307.3,161.8,56.4,2,1,3.0,ExpressLog,normal,2015-07-03
679,a,a,243.2,565.7,565.7,0.0,0.0,0,3,2.33,Schnellware,normal,2015-07-03
680,c,a,126.3,208.4,180.3,0.0,28.1,2,1,1.65,Schnellware,normal,2015-07-03
681,a,c,83.7,251.1,168.2,82.9,0.0,1,2,3.0,ExpressLog,normal,2015-07-03
682,b,a,267.4,575.3,439.7,0.0,135.6,2,1,2.15,Schnellware,normal,2015-07-03
683,a,a,221.6,637.0,540.0,0.0,97.0,2,1,2.87,Schnellware,normal,2015-07-03
684,d,c,181.4,211.4,122.2,0.0,89.2,2,1,1.17,Schnellware,yavas_devir,2015-07-03
685,a,a,154.2,174.6,174.6,0.0,0.0,0,3,1.13,Schnellware,normal,2015-07-03
686,a,a,142.6,118.8,99.6,0.0,19.2,2,1,0.83,Schnellware,normal,2015-07-03
687,d,c,202.7,592.6,506.7,0.0,85.9,2,1,2.92,Schnellware,normal,2015-07-03
688,a,a,83.2,200.6,200.6,0.0,0.0,0,3,2.41,Nordmann,normal,2015-07-03
689,d,a,170.6,83.9,0.0,83.9,0.0,1,2,0.49,Rheinland,normal,2015-07-03
690,a,a,135.4,170.3,146.1,0.0,24.2,2,1,1.26,Schnellware,normal,2015-07-03
691,d,c,203.2,213.3,0.0,213.3,0.0,1,2,1.05,Rheinland,normal,2015-07-03
692,a,a,156.1,31.2,0.0,0.0,31.2,2,1,0.2,Schnellware,normal,2015-07-03
693,d,a,152.4,455.6,260.3,124.8,70.5,2,1,2.99,ExpressLog,normal,2015-07-03
694,a,c,196.4,80.9,80.9,0.0,0.0,0,3,0.41,Schnellware,normal,2015-07-03
695,a,a,124.1,60.8,0.0,60.8,0.0,1,2,0.49,Rheinland,yavas_devir,2015-07-03
696,a,c,188.2,172.6,146.6,0.0,26.0,2,1,0.92,Schnellware,normal,2015-07-03
697,d,a,258.6,51.7,0.0,51.7,0.0,1,2,0.2,Rheinland,normal,2015-07-03
698,a,a,381.7,256.0,215.2,0.0,40.8,2,1,0.67,Schnellware,normal,2015-07-03
699,a,a,204.0,161.0,96.7,44.0,20.3,2,1,0.79,Nordmann,normal,2015-07-03
700,a,c,100.6,27.6,0.0,0.0,27.6,2,1,0.27,Schnellware,normal,2015-07-03
701,d,a,138.5,415.5,254.2,128.7,32.6,2,1,3.0,ExpressLog,normal,2015-07-03
702,a,a,105.9,181.6,158.4,0.0,23.2,2,1,1.72,Schnellware,normal,2015-07-03
703,a,a,79.0,48.5,26.3,16.3,5.9,2,1,0.61,Nordmann,normal,2015-07-03
704,d,c,251.3,540.6,280.4,183.5,76.7,2,1,2.15,Nordmann,normal,2015-07-03
705,a,a,189.8,270.6,0.0,209.9,60.7,2,1,1.43,ExpressLog,normal,2015-07-03
706,d,a,139.6,64.2,51.6,0.0,12.6,2,1,0.46,Schnellware,normal,2015-07-03
707,a,c,197.6,39.5,0.0,0.0,39.5,2,1,0.2,Schnellware,normal,2015-07-03
708,c,c,102.0,288.5,236.6,0.0,51.9,2,1,2.83,Schnellware,normal,2015-07-03
709,a,a,228.7,298.3,259.3,0.0,39.0,2,1,1.3,Schnellware,normal,2015-07-03
710,d,a,108.8,110.8,0.0,110.8,0.0,1,2,1.02,Rheinland,normal,2015-07-03
711,d,a,170.1,510.4,320.8,149.6,40.0,2,1,3.0,ExpressLog,normal,2015-07-03
712,a,a,156.5,469.6,283.6,128.2,57.8,2,1,3.0,ExpressLog,normal,2015-07-03
713,a,c,262.8,182.4,139.7,0.0,42.7,2,1,0.69,Schnellware,yavas_devir,2015-07-03
714,d,c,108.3,58.0,0.0,58.0,0.0,1,2,0.54,Rheinland,normal,2015-07-03
715,a,a,147.9,122.8,0.0,89.1,33.7,2,1,0.83,Nordmann,normal,2015-07-03
716,d,a,139.5,97.9,68.4,17.8,11.7,2,1,0.7,ExpressLog,normal,2015-07-03
717,d,c,132.2,49.4,37.7,0.0,11.7,2,1,0.37,Schnellware,normal,2015-07-03
718,a,a,193.7,551.1,474.8,0.0,76.3,2,1,2.85,Schnellware,normal,2015-07-03
719,c,c,131.2,256.6,153.4,76.9,26.3,2,1,1.96,Nordmann,normal,2015-07-03
720,a,c,174.2,66.6,55.5,0.0,11.1,2,1,0.38,Schnellware,normal,2015-07-03
721,a,c,188.3,250.8,194.7,0.0,56.1,2,1,1.33,Schnellware,normal,2015-07-03
722,a,a,244.0,669.9,387.3,282.6,0.0,1,2,2.75,ExpressLog,normal,2015-07-03
723,d,c,168.2,36.9,0.0,25.6,11.3,2,1,0.22,ExpressLog,normal,2015-07-03
724,d,c,165.9,61.7,51.2,0.0,10.5,2,1,0.37,ExpressLog,normal,2015-07-03
725,d,c,140.4,99.3,63.2,25.7,10.4,2,1,0.71,Nordmann,normal,2015-07-03
726,a,c,258.8,706.6,706.6,0.0,0.0,0,3,2.73,Schnellware,normal,2015-07-03
727,a,a,108.3,325.0,286.6,0.0,38.4,2,1,3.0,Schnellware,normal,2015-07-03
728,d,a,127.7,376.3,333.8,0.0,42.5,2,1,2.95,Schnellware,normal,2015-07-03
729,c,c,254.5,50.9,0.0,50.9,0.0,1,2,0.2,Rheinland,normal,2015-07-03
730,c,a,197.7,86.8,74.6,0.0,12.2,2,1,0.44,Schnellware,normal,2015-07-03
731,a,a,223.5,184.1,0.0,184.1,0.0,1,2,0.82,Rheinland,normal,2015-07-03
732,a,c,131.2,46.7,0.0,0.0,46.7,2,1,0.36,Schnellware,normal,2015-07-03
733,b,b,370.1,332.2,0.0,332.2,0.0,1,2,0.9,Rheinland,normal,2015-07-03
734,a,a,141.0,216.2,175.2,0.0,41.0,2,1,1.53,Schnellware,normal,2015-07-03
735,d,c,129.7,264.8,264.8,0.0,0.0,0,3,2.04,Schnellware,normal,2015-07-03
736,c,c,128.2,274.5,217.1,0.0,57.4,2,1,2.14,Schnellware,normal,2015-07-03
737,a,a,145.6,427.7,379.8,0.0,47.9,2,1,2.94,Schnellware,normal,2015-07-03
738,d,c,207.0,323.7,323.7,0.0,0.0,0,3,1.56,Nordmann,normal,2015-07-03
739,d,c,227.6,83.5,71.3,0.0,12.2,2,1,0.37,Schnellware,normal,2015-07-03
740,d,a,167.4,91.1,77.6,0.0,13.5,2,1,0.54,Schnellware,normal,2015-07-03
741,d,c,184.0,551.9,285.1,198.8,68.0,2,1,3.0,Nordmann,normal,2015-07-03
742,d,c,194.4,168.8,0.0,168.8,0.0,1,2,0.87,Rheinland,normal,2015-07-03
743,a,a,89.0,17.8,0.0,0.0,17.8,2,1,0.2,Schnellware,normal,2015-07-03
744,a,a,182.7,81.8,67.5,0.0,14.3,2,1,0.45,Schnellware,normal,2015-07-03
745,a,a,172.1,47.5,0.0,0.0,47.5,2,1,0.28,Schnellware,normal,2015-07-03
746,d,c,143.3,159.4,0.0,159.4,0.0,1,2,1.11,Rheinland,normal,2015-07-03
747,c,c,193.7,469.5,392.5,0.0,77.0,2,1,2.42,Schnellware,normal,2015-07-03
748,d,a,138.2,326.8,271.0,0.0,55.8,2,1,2.37,Schnellware,normal,2015-07-03
749,a,a,120.8,148.1,148.1,0.0,0.0,0,3,1.23,Schnellware,normal,2015-07-03
750,d,a,121.3,25.1,0.0,25.1,0.0,1,2,0.21,Rheinland,normal,2015-07-03
751,a,a,102.4,153.3,119.5,0.0,33.8,2,1,1.5,Schnellware,normal,2015-07-03
752,a,a,123.7,234.2,146.3,62.4,25.5,2,1,1.89,Nordmann,normal,2015-07-03
753,d,c,211.8,153.6,103.2,0.0,50.4,2,1,0.73,Schnellware,yavas_devir,2015-07-03
754,c,c,194.2,167.0,0.0,167.0,0.0,1,2,0.86,Rheinland,normal,2015-07-03
755,d,c,255.1,527.8,403.6,0.0,124.2,2,1,2.07,Schnellware,normal,2015-07-03
756,a,c,401.6,860.4,714.2,0.0,146.2,2,1,2.14,Schnellware,normal,2015-07-03
757,a,c,149.1,88.5,72.2,0.0,16.3,2,1,0.59,Schnellware,normal,2015-07-03
758,a,c,117.3,199.4,0.0,149.0,50.4,2,1,1.7,Nordmann,normal,2015-07-03
759,a,a,166.4,499.1,380.5,118.6,0.0,1,2,3.0,Nordmann,normal,2015-07-03
760,a,a,188.2,381.0,297.3,0.0,83.7,2,1,2.02,Schnellware,normal,2015-07-03
761,a,a,211.3,259.8,0.0,0.0,259.8,2,1,1.23,Schnellware,yavas_devir,2015-07-03
762,d,c,92.4,275.6,146.3,88.7,40.6,2,1,2.98,ExpressLog,normal,2015-07-03
763,d,c,149.2,447.6,377.0,0.0,70.6,2,1,3.0,Schnellware,normal,2015-07-03
764,a,c,80.7,242.2,212.5,0.0,29.7,2,1,3.0,Schnellware,normal,2015-07-03
765,a,c,206.1,510.9,510.9,0.0,0.0,0,3,2.48,Schnellware,normal,2015-07-03
766,d,c,147.1,33.0,0.0,33.0,0.0,1,2,0.22,Rheinland,normal,2015-07-03
767,a,c,143.0,115.9,0.0,115.9,0.0,1,2,0.81,Rheinland,normal,2015-07-03
768,a,c,314.2,80.6,0.0,80.6,0.0,1,2,0.26,Rheinland,normal,2015-07-03
769,b,b,263.8,113.0,95.2,0.0,17.8,2,1,0.43,ExpressLog,normal,2015-07-03
770,a,c,158.0,474.0,420.4,0.0,53.6,2,1,3.0,Schnellware,normal,2015-07-03
771,a,a,163.1,59.2,0.0,0.0,59.2,2,1,0.36,Schnellware,normal,2015-07-03
772,d,c,86.5,165.1,138.3,0.0,26.8,2,1,1.91,Schnellware,normal,2015-07-03
773,a,a,140.4,49.2,0.0,0.0,49.2,2,1,0.35,Schnellware,normal,2015-07-03
774,a,c,134.6,218.9,218.9,0.0,0.0,0,3,1.63,Schnellware,normal,2015-07-03
775,d,c,213.2,495.5,448.5,0.0,47.0,2,1,2.32,Schnellware,normal,2015-07-03
776,c,a,115.7,300.4,250.1,0.0,50.3,2,1,2.6,Schnellware,normal,2015-07-03
777,d,c,95.3,34.2,0.0,34.2,0.0,1,2,0.36,Rheinland,yavas_devir,2015-07-03
778,a,a,144.0,431.9,370.2,0.0,61.7,2,1,3.0,Schnellware,normal,2015-07-03
779,a,a,161.9,339.3,339.3,0.0,0.0,0,3,2.1,Schnellware,normal,2015-07-03
780,a,a,149.9,34.3,0.0,34.3,0.0,1,2,0.23,Rheinland,yavas_devir,2015-07-03
781,a,a,115.4,82.4,0.0,82.4,0.0,1,2,0.71,Rheinland,normal,2015-07-03
782,c,c,133.5,31.1,0.0,0.0,31.1,2,1,0.23,Nordmann,normal,2015-07-03
783,d,c,166.7,500.1,224.7,158.3,117.1,2,1,3.0,Nordmann,yavas_devir,2015-07-03
784,a,a,187.7,221.4,0.0,221.4,0.0,1,2,1.18,Rheinland,normal,2015-07-03
785,d,c,153.7,223.2,179.2,0.0,44.0,2,1,1.45,Schnellware,normal,2015-07-03
786,a,a,80.0,160.1,160.1,0.0,0.0,0,3,2.0,Schnellware,normal,2015-07-03
787,c,c,247.7,142.5,0.0,142.5,0.0,1,2,0.58,Rheinland,normal,2015-07-03
788,a,c,442.3,749.0,654.6,0.0,94.4,2,1,1.69,Schnellware,normal,2015-07-03
789,a,c,82.1,42.1,37.3,0.0,4.8,2,1,0.51,Schnellware,normal,2015-07-03
790,d,c,181.6,246.4,200.5,0.0,45.9,2,1,1.36,Schnellware,normal,2015-07-03
791,a,a,182.8,133.8,112.4,0.0,21.4,2,1,0.73,Schnellware,normal,2015-07-03
792,d,a,176.1,125.9,90.3,0.0,35.6,2,1,0.72,Schnellware,yavas_devir,2015-07-03
793,d,a,113.3,297.5,246.4,0.0,51.1,2,1,2.63,Schnellware,normal,2015-07-03
794,c,c,75.3,28.9,0.0,0.0,28.9,2,1,0.38,Nordmann,normal,2015-07-03
795,d,a,107.8,69.2,51.2,18.0,0.0,1,2,0.64,ExpressLog,normal,2015-07-03
796,a,c,172.4,41.9,0.0,0.0,41.9,2,1,0.24,Schnellware,normal,2015-07-03
797,a,a,99.2,209.6,209.6,0.0,0.0,0,3,2.11,ExpressLog,normal,2015-07-03
798,a,a,171.8,475.8,393.4,0.0,82.4,2,1,2.77,Schnellware,normal,2015-07-03
799,a,c,242.4,685.6,568.2,0.0,117.4,2,1,2.83,ExpressLog,normal,2015-07-03
800,d,a,130.2,390.7,148.1,138.7,103.9,2,1,3.0,ExpressLog,yavas_devir,2015-07-03
801,d,a,114.9,54.6,54.6,0.0,0.0,0,3,0.48,Schnellware,normal,2015-07-03
802,a,c,165.7,111.8,74.5,23.3,14.0,2,1,0.67,Nordmann,normal,2015-07-03
803,d,a,145.1,435.5,266.7,132.7,36.1,2,1,3.0,ExpressLog,normal,2015-07-03
804,c,c,119.3,358.1,227.3,91.4,39.4,2,1,3.0,ExpressLog,normal,2015-07-03
805,d,a,147.4,288.3,288.3,0.0,0.0,0,3,1.96,ExpressLog,normal,2015-07-03
806,d,a,163.2,135.2,0.0,135.2,0.0,1,2,0.83,Rheinland,normal,2015-07-03
807,a,a,241.2,49.6,0.0,0.0,49.6,2,1,0.21,Schnellware,normal,2015-07-03
808,a,a,174.4,77.3,67.7,0.0,9.6,2,1,0.44,Nordmann,normal,2015-07-03
809,a,a,222.6,97.9,0.0,97.9,0.0,1,2,0.44,Rheinland,normal,2015-07-03
810,d,c,145.0,134.5,0.0,134.5,0.0,1,2,0.93,Rheinland,normal,2015-07-03
811,a,a,101.1,141.6,122.7,0.0,18.9,2,1,1.4,Schnellware,normal,2015-07-03
812,d,a,149.9,46.9,0.0,46.9,0.0,1,2,0.31,Rheinland,normal,2015-07-03
813,a,a,142.1,401.1,345.3,0.0,55.8,2,1,2.82,Schnellware,normal,2015-07-03
814,d,c,202.2,128.8,0.0,128.8,0.0,1,2,0.64,Rheinland,yavas_devir,2015-07-03
815,a,a,208.0,181.9,121.0,0.0,60.9,2,1,0.87,Schnellware,yavas_devir,2015-07-03
816,c,c,124.9,137.5,0.0,137.5,0.0,1,2,1.1,Rheinland,yavas_devir,2015-07-03
