magaza,tarih,h,siparis,tedarikci,lead_gun,varis_tarihi,tutar_eur,onay_tekil,tedarikci_gun_tutar_eur,onay_zincir,onay_gerekli
252,2015-07-17,14,192.0,ExpressLog,1,2015-07-18,1152.0,0,103074.0,0,0
388,2015-07-17,14,191.9,Nordmann,5,2015-07-22,1151.4,0,131118.0,0,0
234,2015-07-17,14,191.2,ExpressLog,1,2015-07-18,1147.2,0,103074.0,0,0
528,2015-07-17,14,190.8,Nordmann,5,2015-07-22,1144.8,0,131118.0,0,0
1039,2015-07-17,14,187.8,ExpressLog,1,2015-07-18,1126.8,0,103074.0,0,0
35,2015-07-17,14,186.5,Nordmann,5,2015-07-22,1119.0,0,131118.0,0,0
580,2015-07-17,14,185.9,ExpressLog,1,2015-07-18,1115.4,0,103074.0,0,0
233,2015-07-17,14,185.8,ExpressLog,1,2015-07-18,1114.8,0,103074.0,0,0
915,2015-07-17,14,185.2,ExpressLog,1,2015-07-18,1111.2,0,103074.0,0,0
722,2015-07-17,14,183.1,ExpressLog,1,2015-07-18,1098.6,0,103074.0,0,0
723,2015-07-17,14,181.9,ExpressLog,1,2015-07-18,1091.4,0,103074.0,0,0
497,2015-07-17,14,181.8,Nordmann,5,2015-07-22,1090.8,0,131118.0,0,0
1101,2015-07-17,14,180.4,Nordmann,5,2015-07-22,1082.4,0,131118.0,0,0
498,2015-07-17,14,178.3,ExpressLog,1,2015-07-18,1069.8,0,103074.0,0,0
106,2015-07-17,14,177.3,Nordmann,5,2015-07-22,1063.8,0,131118.0,0,0
1045,2015-07-17,14,176.5,Nordmann,5,2015-07-22,1059.0,0,131118.0,0,0
1064,2015-07-17,14,174.7,ExpressLog,1,2015-07-18,1048.2,0,103074.0,0,0
995,2015-07-17,14,172.7,ExpressLog,1,2015-07-18,1036.2,0,103074.0,0,0
1032,2015-07-17,14,171.3,Nordmann,5,2015-07-22,1027.8,0,131118.0,0,0
154,2015-07-17,14,170.1,Nordmann,5,2015-07-22,1020.6,0,131118.0,0,0
155,2015-07-17,14,166.7,ExpressLog,1,2015-07-18,1000.2,0,103074.0,0,0
448,2015-07-17,14,166.6,Nordmann,5,2015-07-22,999.6,0,131118.0,0,0
224,2015-07-17,14,164.5,ExpressLog,1,2015-07-18,987.0,0,103074.0,0,0
247,2015-07-17,14,163.7,ExpressLog,1,2015-07-18,982.2,0,103074.0,0,0
944,2015-07-17,14,163.7,ExpressLog,1,2015-07-18,982.2,0,103074.0,0,0
16,2015-07-17,14,163.6,Nordmann,5,2015-07-22,981.6,0,131118.0,0,0
430,2015-07-17,14,163.4,Nordmann,5,2015-07-22,980.4,0,131118.0,0,0
406,2015-07-17,14,162.8,ExpressLog,1,2015-07-18,976.8,0,103074.0,0,0
738,2015-07-17,14,162.8,Nordmann,5,2015-07-22,976.8,0,131118.0,0,0
60,2015-07-17,14,162.0,Nordmann,5,2015-07-22,972.0,0,131118.0,0,0
490,2015-07-17,14,161.9,Nordmann,5,2015-07-22,971.4,0,131118.0,0,0
372,2015-07-17,14,160.8,Nordmann,5,2015-07-22,964.8,0,131118.0,0,0
159,2015-07-17,14,160.6,ExpressLog,1,2015-07-18,963.6,0,103074.0,0,0
593,2015-07-17,14,160.3,ExpressLog,1,2015-07-18,961.8,0,103074.0,0,0
412,2015-07-17,14,160.2,Nordmann,5,2015-07-22,961.2,0,131118.0,0,0
256,2015-07-17,14,159.3,ExpressLog,1,2015-07-18,955.8,0,103074.0,0,0
310,2015-07-17,14,158.6,Nordmann,5,2015-07-22,951.6,0,131118.0,0,0
983,2015-07-17,14,158.6,ExpressLog,1,2015-07-18,951.6,0,103074.0,0,0
515,2015-07-17,14,157.4,Nordmann,5,2015-07-22,944.4,0,131118.0,0,0
261,2015-07-17,14,154.9,ExpressLog,1,2015-07-18,929.4,0,103074.0,0,0
522,2015-07-17,14,154.2,Nordmann,5,2015-07-22,925.2,0,131118.0,0,0
468,2015-07-17,14,153.7,ExpressLog,1,2015-07-18,922.2,0,103074.0,0,0
37,2015-07-17,14,153.3,ExpressLog,1,2015-07-18,919.8,0,103074.0,0,0
173,2015-07-17,14,152.7,Nordmann,5,2015-07-22,916.2,0,131118.0,0,0
428,2015-07-17,14,151.7,ExpressLog,1,2015-07-18,910.2,0,103074.0,0,0
487,2015-07-17,14,151.6,ExpressLog,1,2015-07-18,909.6,0,103074.0,0,0
346,2015-07-17,14,150.4,Nordmann,5,2015-07-22,902.4,0,131118.0,0,0
965,2015-07-17,14,150.4,ExpressLog,1,2015-07-18,902.4,0,103074.0,0,0
524,2015-07-17,14,150.3,Nordmann,5,2015-07-22,901.8,0,131118.0,0,0
308,2015-07-17,14,150.1,ExpressLog,1,2015-07-18,900.6,0,103074.0,0,0
90,2015-07-17,14,150.0,Nordmann,5,2015-07-22,900.0,0,131118.0,0,0
699,2015-07-17,14,150.0,Nordmann,5,2015-07-22,900.0,0,131118.0,0,0
741,2015-07-17,14,150.0,Nordmann,5,2015-07-22,900.0,0,131118.0,0,0
200,2015-07-17,14,149.7,Nordmann,5,2015-07-22,898.2,0,131118.0,0,0
161,2015-07-17,14,149.6,ExpressLog,1,2015-07-18,897.6,0,103074.0,0,0
135,2015-07-17,14,148.7,ExpressLog,1,2015-07-18,892.2,0,103074.0,0,0
550,2015-07-17,14,148.1,ExpressLog,1,2015-07-18,888.6,0,103074.0,0,0
107,2015-07-17,14,147.3,Nordmann,5,2015-07-22,883.8,0,131118.0,0,0
926,2015-07-17,14,147.3,ExpressLog,1,2015-07-18,883.8,0,103074.0,0,0
128,2015-07-17,14,146.6,Nordmann,5,2015-07-22,879.6,0,131118.0,0,0
808,2015-07-17,14,146.3,Nordmann,5,2015-07-22,877.8,0,131118.0,0,0
716,2015-07-17,14,145.1,ExpressLog,1,2015-07-18,870.6,0,103074.0,0,0
300,2015-07-17,14,144.4,Nordmann,5,2015-07-22,866.4,0,131118.0,0,0
507,2015-07-17,14,144.3,Nordmann,5,2015-07-22,865.8,0,131118.0,0,0
285,2015-07-17,14,144.2,ExpressLog,1,2015-07-18,865.2,0,103074.0,0,0
838,2015-07-17,14,143.5,ExpressLog,1,2015-07-18,861.0,0,103074.0,0,0
113,2015-07-17,14,143.1,ExpressLog,1,2015-07-18,858.6,0,103074.0,0,0
993,2015-07-17,14,141.6,Nordmann,5,2015-07-22,849.6,0,131118.0,0,0
354,2015-07-17,14,140.6,Nordmann,5,2015-07-22,843.6,0,131118.0,0,0
260,2015-07-17,14,140.2,Nordmann,5,2015-07-22,841.2,0,131118.0,0,0
327,2015-07-17,14,140.2,ExpressLog,1,2015-07-18,841.2,0,103074.0,0,0
120,2015-07-17,14,139.2,ExpressLog,1,2015-07-18,835.2,0,103074.0,0,0
1085,2015-07-17,14,139.1,Nordmann,5,2015-07-22,834.6,0,131118.0,0,0
115,2015-07-17,14,138.4,Nordmann,5,2015-07-22,830.4,0,131118.0,0,0
9,2015-07-17,14,138.2,Nordmann,5,2015-07-22,829.2,0,131118.0,0,0
1104,2015-07-17,14,137.5,ExpressLog,1,2015-07-18,825.0,0,103074.0,0,0
278,2015-07-17,14,136.4,Nordmann,5,2015-07-22,818.4,0,131118.0,0,0
1083,2015-07-17,14,136.1,ExpressLog,1,2015-07-18,816.6,0,103074.0,0,0
269,2015-07-17,14,135.5,ExpressLog,1,2015-07-18,813.0,0,103074.0,0,0
289,2015-07-17,14,135.2,ExpressLog,1,2015-07-18,811.2,0,103074.0,0,0
504,2015-07-17,14,135.1,ExpressLog,1,2015-07-18,810.6,0,103074.0,0,0
891,2015-07-17,14,134.9,Nordmann,5,2015-07-22,809.4,0,131118.0,0,0
343,2015-07-17,14,134.6,Nordmann,5,2015-07-22,807.6,0,131118.0,0,0
280,2015-07-17,14,134.3,ExpressLog,1,2015-07-18,805.8,0,103074.0,0,0
603,2015-07-17,14,134.2,Nordmann,5,2015-07-22,805.2,0,131118.0,0,0
191,2015-07-17,14,134.0,Nordmann,5,2015-07-22,804.0,0,131118.0,0,0
1052,2015-07-17,14,134.0,Nordmann,5,2015-07-22,804.0,0,131118.0,0,0
1067,2015-07-17,14,134.0,ExpressLog,1,2015-07-18,804.0,0,103074.0,0,0
804,2015-07-17,14,133.8,ExpressLog,1,2015-07-18,802.8,0,103074.0,0,0
12,2015-07-17,14,133.7,Nordmann,5,2015-07-22,802.2,0,131118.0,0,0
623,2015-07-17,14,133.5,Nordmann,5,2015-07-22,801.0,0,131118.0,0,0
885,2015-07-17,14,133.3,Nordmann,5,2015-07-22,799.8,0,131118.0,0,0
18,2015-07-17,14,132.8,Nordmann,5,2015-07-22,796.8,0,131118.0,0,0
99,2015-07-17,14,132.3,ExpressLog,1,2015-07-18,793.8,0,103074.0,0,0
783,2015-07-17,14,131.8,Nordmann,5,2015-07-22,790.8,0,131118.0,0,0
894,2015-07-17,14,130.9,ExpressLog,1,2015-07-18,785.4,0,103074.0,0,0
982,2015-07-17,14,130.6,ExpressLog,1,2015-07-18,783.6,0,103074.0,0,0
893,2015-07-17,14,130.0,ExpressLog,1,2015-07-18,780.0,0,103074.0,0,0
223,2015-07-17,14,128.9,Nordmann,5,2015-07-22,773.4,0,131118.0,0,0
338,2015-07-17,14,128.8,Nordmann,5,2015-07-22,772.8,0,131118.0,0,0
180,2015-07-17,14,128.1,Nordmann,5,2015-07-22,768.6,0,131118.0,0,0
981,2015-07-17,14,127.4,Nordmann,5,2015-07-22,764.4,0,131118.0,0,0
900,2015-07-17,14,127.0,ExpressLog,1,2015-07-18,762.0,0,103074.0,0,0
616,2015-07-17,14,126.7,ExpressLog,1,2015-07-18,760.2,0,103074.0,0,0
830,2015-07-17,14,125.6,Nordmann,5,2015-07-22,753.6,0,131118.0,0,0
848,2015-07-17,14,125.3,Nordmann,5,2015-07-22,751.8,0,131118.0,0,0
602,2015-07-17,14,124.9,Nordmann,5,2015-07-22,749.4,0,131118.0,0,0
759,2015-07-17,14,124.1,Nordmann,5,2015-07-22,744.6,0,131118.0,0,0
701,2015-07-17,14,123.9,ExpressLog,1,2015-07-18,743.4,0,103074.0,0,0
512,2015-07-17,14,123.6,Nordmann,5,2015-07-22,741.6,0,131118.0,0,0
427,2015-07-17,14,123.2,Nordmann,5,2015-07-22,739.2,0,131118.0,0,0
987,2015-07-17,14,122.9,Nordmann,5,2015-07-22,737.4,0,131118.0,0,0
678,2015-07-17,14,122.5,ExpressLog,1,2015-07-18,735.0,0,103074.0,0,0
1051,2015-07-17,14,122.3,ExpressLog,1,2015-07-18,733.8,0,103074.0,0,0
221,2015-07-17,14,122.0,ExpressLog,1,2015-07-18,732.0,0,103074.0,0,0
670,2015-07-17,14,122.0,ExpressLog,1,2015-07-18,732.0,0,103074.0,0,0
724,2015-07-17,14,122.0,ExpressLog,1,2015-07-18,732.0,0,103074.0,0,0
238,2015-07-17,14,121.9,ExpressLog,1,2015-07-18,731.4,0,103074.0,0,0
1003,2015-07-17,14,121.4,Nordmann,5,2015-07-22,728.4,0,131118.0,0,0
227,2015-07-17,14,121.2,Nordmann,5,2015-07-22,727.2,0,131118.0,0,0
414,2015-07-17,14,120.7,Nordmann,5,2015-07-22,724.2,0,131118.0,0,0
15,2015-07-17,14,120.6,Nordmann,5,2015-07-22,723.6,0,131118.0,0,0
565,2015-07-17,14,120.5,Nordmann,5,2015-07-22,723.0,0,131118.0,0,0
185,2015-07-17,14,120.1,Nordmann,5,2015-07-22,720.6,0,131118.0,0,0
1005,2015-07-17,14,119.4,Nordmann,5,2015-07-22,716.4,0,131118.0,0,0
75,2015-07-17,14,119.1,Nordmann,5,2015-07-22,714.6,0,131118.0,0,0
514,2015-07-17,14,118.7,ExpressLog,1,2015-07-18,712.2,0,103074.0,0,0
715,2015-07-17,14,118.7,Nordmann,5,2015-07-22,712.2,0,131118.0,0,0
258,2015-07-17,14,118.1,Nordmann,5,2015-07-22,708.6,0,131118.0,0,0
241,2015-07-17,14,117.9,Nordmann,5,2015-07-22,707.4,0,131118.0,0,0
1060,2015-07-17,14,116.4,ExpressLog,1,2015-07-18,698.4,0,103074.0,0,0
288,2015-07-17,14,116.3,ExpressLog,1,2015-07-18,697.8,0,103074.0,0,0
952,2015-07-17,14,116.3,Nordmann,5,2015-07-22,697.8,0,131118.0,0,0
541,2015-07-17,14,115.7,ExpressLog,1,2015-07-18,694.2,0,103074.0,0,0
711,2015-07-17,14,115.6,ExpressLog,1,2015-07-18,693.6,0,103074.0,0,0
547,2015-07-17,14,115.4,Nordmann,5,2015-07-22,692.4,0,131118.0,0,0
351,2015-07-17,14,115.3,ExpressLog,1,2015-07-18,691.8,0,103074.0,0,0
920,2015-07-17,14,115.1,Nordmann,5,2015-07-22,690.6,0,131118.0,0,0
204,2015-07-17,14,114.7,Nordmann,5,2015-07-22,688.2,0,131118.0,0,0
413,2015-07-17,14,114.6,ExpressLog,1,2015-07-18,687.6,0,103074.0,0,0
797,2015-07-17,14,114.6,ExpressLog,1,2015-07-18,687.6,0,103074.0,0,0
638,2015-07-17,14,114.4,Nordmann,5,2015-07-22,686.4,0,131118.0,0,0
832,2015-07-17,14,114.1,Nordmann,5,2015-07-22,684.6,0,131118.0,0,0
386,2015-07-17,14,113.8,Nordmann,5,2015-07-22,682.8,0,131118.0,0,0
184,2015-07-17,14,113.6,ExpressLog,1,2015-07-18,681.6,0,103074.0,0,0
1002,2015-07-17,14,112.8,Nordmann,5,2015-07-22,676.8,0,131118.0,0,0
923,2015-07-17,14,112.7,Nordmann,5,2015-07-22,676.2,0,131118.0,0,0
109,2015-07-17,14,112.5,ExpressLog,1,2015-07-18,675.0,0,103074.0,0,0
712,2015-07-17,14,112.1,ExpressLog,1,2015-07-18,672.6,0,103074.0,0,0
52,2015-07-17,14,111.9,Nordmann,5,2015-07-22,671.4,0,131118.0,0,0
802,2015-07-17,14,111.7,Nordmann,5,2015-07-22,670.2,0,131118.0,0,0
409,2015-07-17,14,111.4,Nordmann,5,2015-07-22,668.4,0,131118.0,0,0
1068,2015-07-17,14,111.4,ExpressLog,1,2015-07-18,668.4,0,103074.0,0,0
263,2015-07-17,14,111.2,ExpressLog,1,2015-07-18,667.2,0,103074.0,0,0
410,2015-07-17,14,111.1,ExpressLog,1,2015-07-18,666.6,0,103074.0,0,0
540,2015-07-17,14,111.1,Nordmann,5,2015-07-22,666.6,0,131118.0,0,0
296,2015-07-17,14,110.7,ExpressLog,1,2015-07-18,664.2,0,103074.0,0,0
666,2015-07-17,14,110.4,Nordmann,5,2015-07-22,662.4,0,131118.0,0,0
805,2015-07-17,14,110.1,ExpressLog,1,2015-07-18,660.6,0,103074.0,0,0
990,2015-07-17,14,109.9,Nordmann,5,2015-07-22,659.4,0,131118.0,0,0
194,2015-07-17,14,108.9,ExpressLog,1,2015-07-18,653.4,0,103074.0,0,0
992,2015-07-17,14,108.4,Nordmann,5,2015-07-22,650.4,0,131118.0,0,0
855,2015-07-17,14,108.2,Nordmann,5,2015-07-22,649.2,0,131118.0,0,0
957,2015-07-17,14,108.0,ExpressLog,1,2015-07-18,648.0,0,103074.0,0,0
175,2015-07-17,14,107.4,Nordmann,5,2015-07-22,644.4,0,131118.0,0,0
621,2015-07-17,14,107.4,Nordmann,5,2015-07-22,644.4,0,131118.0,0,0
989,2015-07-17,14,107.4,Nordmann,5,2015-07-22,644.4,0,131118.0,0,0
364,2015-07-17,14,107.2,Nordmann,5,2015-07-22,643.2,0,131118.0,0,0
725,2015-07-17,14,107.2,Nordmann,5,2015-07-22,643.2,0,131118.0,0,0
705,2015-07-17,14,107.1,ExpressLog,1,2015-07-18,642.6,0,103074.0,0,0
1062,2015-07-17,14,107.0,Nordmann,5,2015-07-22,642.0,0,131118.0,0,0
367,2015-07-17,14,106.7,ExpressLog,1,2015-07-18,640.2,0,103074.0,0,0
551,2015-07-17,14,106.7,ExpressLog,1,2015-07-18,640.2,0,103074.0,0,0
803,2015-07-17,14,106.5,ExpressLog,1,2015-07-18,639.0,0,103074.0,0,0
631,2015-07-17,14,106.2,Nordmann,5,2015-07-22,637.2,0,131118.0,0,0
850,2015-07-17,14,105.7,Nordmann,5,2015-07-22,634.2,0,131118.0,0,0
635,2015-07-17,14,105.2,Nordmann,5,2015-07-22,631.2,0,131118.0,0,0
693,2015-07-17,14,105.2,ExpressLog,1,2015-07-18,631.2,0,103074.0,0,0
442,2015-07-17,14,104.8,ExpressLog,1,2015-07-18,628.8,0,103074.0,0,0
397,2015-07-17,14,104.2,Nordmann,5,2015-07-22,625.2,0,131118.0,0,0
499,2015-07-17,14,104.2,Nordmann,5,2015-07-22,625.2,0,131118.0,0,0
821,2015-07-17,14,104.2,ExpressLog,1,2015-07-18,625.2,0,103074.0,0,0
555,2015-07-17,14,103.2,ExpressLog,1,2015-07-18,619.2,0,103074.0,0,0
516,2015-07-17,14,103.0,Nordmann,5,2015-07-22,618.0,0,131118.0,0,0
44,2015-07-17,14,102.0,Nordmann,5,2015-07-22,612.0,0,131118.0,0,0
169,2015-07-17,14,101.7,Nordmann,5,2015-07-22,610.2,0,131118.0,0,0
341,2015-07-17,14,101.3,Nordmann,5,2015-07-22,607.8,0,131118.0,0,0
531,2015-07-17,14,101.1,Nordmann,5,2015-07-22,606.6,0,131118.0,0,0
456,2015-07-17,14,100.5,ExpressLog,1,2015-07-18,603.0,0,103074.0,0,0
481,2015-07-17,14,100.5,Nordmann,5,2015-07-22,603.0,0,131118.0,0,0
152,2015-07-17,14,100.1,Nordmann,5,2015-07-22,600.6,0,131118.0,0,0
782,2015-07-17,14,100.1,Nordmann,5,2015-07-22,600.6,0,131118.0,0,0
886,2015-07-17,14,100.0,ExpressLog,1,2015-07-18,600.0,0,103074.0,0,0
569,2015-07-17,14,98.9,Nordmann,5,2015-07-22,593.4,0,131118.0,0,0
608,2015-07-17,14,98.9,ExpressLog,1,2015-07-18,593.4,0,103074.0,0,0
941,2015-07-17,14,98.8,Nordmann,5,2015-07-22,592.8,0,131118.0,0,0
758,2015-07-17,14,98.4,Nordmann,5,2015-07-22,590.4,0,131118.0,0,0
98,2015-07-17,14,98.3,Nordmann,5,2015-07-22,589.8,0,131118.0,0,0
548,2015-07-17,14,98.3,ExpressLog,1,2015-07-18,589.8,0,103074.0,0,0
265,2015-07-17,14,98.2,Nordmann,5,2015-07-22,589.2,0,131118.0,0,0
105,2015-07-17,14,97.7,Nordmann,5,2015-07-22,586.2,0,131118.0,0,0
988,2015-07-17,14,97.4,Nordmann,5,2015-07-22,584.4,0,131118.0,0,0
43,2015-07-17,14,97.0,ExpressLog,1,2015-07-18,582.0,0,103074.0,0,0
800,2015-07-17,14,96.5,ExpressLog,1,2015-07-18,579.0,0,103074.0,0,0
1107,2015-07-17,14,96.5,Nordmann,5,2015-07-22,579.0,0,131118.0,0,0
997,2015-07-17,14,95.4,ExpressLog,1,2015-07-18,572.4,0,103074.0,0,0
719,2015-07-17,14,94.8,Nordmann,5,2015-07-22,568.8,0,131118.0,0,0
303,2015-07-17,14,94.7,ExpressLog,1,2015-07-18,568.2,0,103074.0,0,0
472,2015-07-17,14,94.7,Nordmann,5,2015-07-22,568.2,0,131118.0,0,0
23,2015-07-17,14,94.5,Nordmann,5,2015-07-22,567.0,0,131118.0,0,0
429,2015-07-17,14,94.5,Nordmann,5,2015-07-22,567.0,0,131118.0,0,0
462,2015-07-17,14,94.4,Nordmann,5,2015-07-22,566.4,0,131118.0,0,0
589,2015-07-17,14,94.4,Nordmann,5,2015-07-22,566.4,0,131118.0,0,0
61,2015-07-17,14,94.1,Nordmann,5,2015-07-22,564.6,0,131118.0,0,0
201,2015-07-17,14,94.0,Nordmann,5,2015-07-22,564.0,0,131118.0,0,0
1036,2015-07-17,14,93.5,Nordmann,5,2015-07-22,561.0,0,131118.0,0,0
563,2015-07-17,14,92.8,Nordmann,5,2015-07-22,556.8,0,131118.0,0,0
762,2015-07-17,14,92.0,ExpressLog,1,2015-07-18,552.0,0,103074.0,0,0
910,2015-07-17,14,91.5,ExpressLog,1,2015-07-18,549.0,0,103074.0,0,0
845,2015-07-17,14,90.9,Nordmann,5,2015-07-22,545.4,0,131118.0,0,0
426,2015-07-17,14,90.8,Nordmann,5,2015-07-22,544.8,0,131118.0,0,0
268,2015-07-17,14,90.1,Nordmann,5,2015-07-22,540.6,0,131118.0,0,0
917,2015-07-17,14,89.4,ExpressLog,1,2015-07-18,536.4,0,103074.0,0,0
577,2015-07-17,14,88.9,Nordmann,5,2015-07-22,533.4,0,131118.0,0,0
584,2015-07-17,14,88.6,Nordmann,5,2015-07-22,531.6,0,131118.0,0,0
835,2015-07-17,14,87.9,ExpressLog,1,2015-07-18,527.4,0,103074.0,0,0
519,2015-07-17,14,87.5,Nordmann,5,2015-07-22,525.0,0,131118.0,0,0
664,2015-07-17,14,87.1,Nordmann,5,2015-07-22,522.6,0,131118.0,0,0
1074,2015-07-17,14,86.7,Nordmann,5,2015-07-22,520.2,0,131118.0,0,0
373,2015-07-17,14,85.5,Nordmann,5,2015-07-22,513.0,0,131118.0,0,0
1,2015-07-17,14,85.4,Nordmann,5,2015-07-22,512.4,0,131118.0,0,0
998,2015-07-17,14,84.9,Nordmann,5,2015-07-22,509.4,0,131118.0,0,0
240,2015-07-17,14,84.2,ExpressLog,1,2015-07-18,505.2,0,103074.0,0,0
752,2015-07-17,14,84.1,Nordmann,5,2015-07-22,504.6,0,131118.0,0,0
183,2015-07-17,14,82.9,ExpressLog,1,2015-07-18,497.4,0,103074.0,0,0
244,2015-07-17,14,82.6,Nordmann,5,2015-07-22,495.6,0,131118.0,0,0
1016,2015-07-17,14,82.0,Nordmann,5,2015-07-22,492.0,0,131118.0,0,0
461,2015-07-17,14,81.7,Nordmann,5,2015-07-22,490.2,0,131118.0,0,0
188,2015-07-17,14,81.4,Nordmann,5,2015-07-22,488.4,0,131118.0,0,0
1031,2015-07-17,14,79.4,ExpressLog,1,2015-07-18,476.4,0,103074.0,0,0
619,2015-07-17,14,77.7,Nordmann,5,2015-07-22,466.2,0,131118.0,0,0
889,2015-07-17,14,77.4,Nordmann,5,2015-07-22,464.4,0,131118.0,0,0
795,2015-07-17,14,76.8,ExpressLog,1,2015-07-18,460.8,0,103074.0,0,0
72,2015-07-17,14,75.6,Nordmann,5,2015-07-22,453.6,0,131118.0,0,0
405,2015-07-17,14,74.7,Nordmann,5,2015-07-22,448.2,0,131118.0,0,0
134,2015-07-17,14,73.3,ExpressLog,1,2015-07-18,439.8,0,103074.0,0,0
30,2015-07-17,14,72.9,Nordmann,5,2015-07-22,437.4,0,131118.0,0,0
794,2015-07-17,14,71.0,Nordmann,5,2015-07-22,426.0,0,131118.0,0,0
1106,2015-07-17,14,67.5,ExpressLog,1,2015-07-18,405.0,0,103074.0,0,0
609,2015-07-17,14,66.5,ExpressLog,1,2015-07-18,399.0,0,103074.0,0,0
1030,2015-07-17,14,66.1,Nordmann,5,2015-07-22,396.6,0,131118.0,0,0
688,2015-07-17,14,64.8,Nordmann,5,2015-07-22,388.8,0,131118.0,0,0
852,2015-07-17,14,63.7,ExpressLog,1,2015-07-18,382.2,0,103074.0,0,0
1111,2015-07-17,14,62.6,ExpressLog,1,2015-07-18,375.6,0,103074.0,0,0
302,2015-07-17,14,62.0,Nordmann,5,2015-07-22,372.0,0,131118.0,0,0
681,2015-07-17,14,60.9,ExpressLog,1,2015-07-18,365.4,0,103074.0,0,0
703,2015-07-17,14,59.6,Nordmann,5,2015-07-22,357.6,0,131118.0,0,0
558,2015-07-17,14,59.5,Nordmann,5,2015-07-22,357.0,0,131118.0,0,0
78,2015-07-17,14,54.4,ExpressLog,1,2015-07-18,326.4,0,103074.0,0,0
953,2015-07-17,14,51.6,ExpressLog,1,2015-07-18,309.6,0,103074.0,0,0
117,2015-07-17,14,49.0,ExpressLog,1,2015-07-18,294.0,0,103074.0,0,0
435,2015-07-17,14,47.0,ExpressLog,1,2015-07-18,282.0,0,103074.0,0,0
1029,2015-07-17,14,36.9,ExpressLog,1,2015-07-18,221.4,0,103074.0,0,0
607,2015-07-17,14,25.8,ExpressLog,1,2015-07-18,154.8,0,103074.0,0,0
1114,2015-07-18,15,866.5,Rheinland,3,2015-07-21,5199.0,1,297120.0,0,1
251,2015-07-18,15,807.9,Schnellware,2,2015-07-20,4847.4,1,1064539.8,1,1
788,2015-07-18,15,786.9,Schnellware,2,2015-07-20,4721.4,1,1064539.8,1,1
842,2015-07-18,15,760.7,Schnellware,2,2015-07-20,4564.2,1,1064539.8,1,1
698,2015-07-18,15,748.6,Schnellware,2,2015-07-20,4491.6,1,1064539.8,1,1
513,2015-07-18,15,745.3,Schnellware,2,2015-07-20,4471.8,1,1064539.8,1,1
383,2015-07-18,15,703.2,Rheinland,3,2015-07-21,4219.2,1,297120.0,0,1
733,2015-07-18,15,682.7,Rheinland,3,2015-07-21,4096.2,1,297120.0,0,1
756,2015-07-18,15,655.3,Schnellware,2,2015-07-20,3931.8,0,1064539.8,1,1
546,2015-07-18,15,640.4,Schnellware,2,2015-07-20,3842.4,0,1064539.8,1,1
335,2015-07-18,15,585.1,Schnellware,2,2015-07-20,3510.6,0,1064539.8,1,1
523,2015-07-18,15,583.1,Schnellware,2,2015-07-20,3498.6,0,1064539.8,1,1
1033,2015-07-18,15,568.5,Schnellware,2,2015-07-20,3411.0,0,1064539.8,1,1
259,2015-07-18,15,566.5,Rheinland,3,2015-07-21,3399.0,0,297120.0,0,0
211,2015-07-18,15,559.7,Schnellware,2,2015-07-20,3358.2,0,1064539.8,1,1
380,2015-07-18,15,556.8,Schnellware,2,2015-07-20,3340.8,0,1064539.8,1,1
595,2015-07-18,15,554.3,Rheinland,3,2015-07-21,3325.8,0,297120.0,0,0
84,2015-07-18,15,549.3,Schnellware,2,2015-07-20,3295.8,0,1064539.8,1,1
467,2015-07-18,15,537.9,Rheinland,3,2015-07-21,3227.4,0,297120.0,0,0
974,2015-07-18,15,533.4,Schnellware,2,2015-07-20,3200.4,0,1064539.8,1,1
544,2015-07-18,15,531.7,Rheinland,3,2015-07-21,3190.2,0,297120.0,0,0
1075,2015-07-18,15,523.8,Schnellware,2,2015-07-20,3142.8,0,1064539.8,1,1
432,2015-07-18,15,512.2,Schnellware,2,2015-07-20,3073.2,0,1064539.8,1,1
831,2015-07-18,15,509.0,Schnellware,2,2015-07-20,3054.0,0,1064539.8,1,1
1092,2015-07-18,15,503.3,Schnellware,2,2015-07-20,3019.8,0,1064539.8,1,1
682,2015-07-18,15,503.1,Schnellware,2,2015-07-20,3018.6,0,1064539.8,1,1
820,2015-07-18,15,503.1,Schnellware,2,2015-07-20,3018.6,0,1064539.8,1,1
125,2015-07-18,15,494.0,Schnellware,2,2015-07-20,2964.0,0,1064539.8,1,1
709,2015-07-18,15,485.3,Schnellware,2,2015-07-20,2911.8,0,1064539.8,1,1
108,2015-07-18,15,480.1,Schnellware,2,2015-07-20,2880.6,0,1064539.8,1,1
470,2015-07-18,15,480.0,Schnellware,2,2015-07-20,2880.0,0,1064539.8,1,1
389,2015-07-18,15,474.9,Schnellware,2,2015-07-20,2849.4,0,1064539.8,1,1
539,2015-07-18,15,474.6,Schnellware,2,2015-07-20,2847.6,0,1064539.8,1,1
768,2015-07-18,15,473.9,Rheinland,3,2015-07-21,2843.4,0,297120.0,0,0
479,2015-07-18,15,473.0,Schnellware,2,2015-07-20,2838.0,0,1064539.8,1,1
1066,2015-07-18,15,472.0,Schnellware,2,2015-07-20,2832.0,0,1064539.8,1,1
817,2015-07-18,15,464.2,Nordmann,5,2015-07-23,2785.2,0,131444.4,0,0
449,2015-07-18,15,459.1,Schnellware,2,2015-07-20,2754.6,0,1064539.8,1,1
416,2015-07-18,15,456.7,Schnellware,2,2015-07-20,2740.2,0,1064539.8,1,1
532,2015-07-18,15,456.4,Rheinland,3,2015-07-21,2738.4,0,297120.0,0,0
